FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,MKD,North Macedonia,WB_EWSA_AS_4331,Percentage of the cultivated area equipped for irrigation,_T,Total,PT,Percentage,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.298780488,8.966565349,8.809891808,8.661417323,8.68878357,9.18196995,11.960784314,16.832412523,21.281553398,25.10805501,26.242299795,26.79245283,27.366167024,27.782608696,28.087912088,28.46325167,28.46325167,28.4,28.4,28.4,28.21192053,28.026315789,27.964989059,27.843137255,27.782608696,27.964989059,27.903930131,28.026315789,
A,Annual,MKD,North Macedonia,WB_EWSA_AS_4471,Dam capacity per capita,_T,Total,M3_POP,Cubic meters per person,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.829738212,817.149628224,822.967823007,820.551464223,814.83568383,809.525337467,804.832035054,800.698407831,797.130931392,793.640423152,790.509832807,1100.167146229,1097.44122083,1095.747119232,1096.048166959,1099.87069951,1105.786364334,1111.278807764,1116.204932476,1122.254644328,1129.538018507,1137.397679409,1146.191898923,1156.301410951,1167.566343864,1179.826253981,1192.825233575,1206.708750496,1223.227377986,1237.04289539,1244.353296566,
A,Annual,MKD,North Macedonia,WB_EWSA_AS_4541,Interannual variability (WRI),_T,Total,IX_0T5,Score 0-5,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,
A,Annual,MKD,North Macedonia,WB_EWSA_AS_4542,Seasonal variability (WRI),_T,Total,IX_0T5,Score 0-5,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
A,Annual,MKD,North Macedonia,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.633107454,32.411665053,27.190222653,21.968780252,16.747337851,16.035818006,15.324298161,19.548241368,23.772184576,27.996127783,20.667957406,13.339787028,19.340513069,25.341239109,21.999031946,18.656824782,15.314617619,11.972410455,16.402258793,20.832107131,25.261955469,38.69232817,52.122700871,38.70232333,34.846321394,37.932962246,52.553242982,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_DW_BS,Basic and safely managed drinking water coverage (%),RUR,Rural area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5985221862793,23.5985221862793,23.5985221862793,23.5985221862793,23.5985221862793,23.54812812805176,23.49770736694336,23.44725799560547,23.39678382873535,23.34628105163574,23.29575157165527,23.24519729614258,23.19461441040039,23.14400482177734,23.09336853027344,23.04270362854004,22.99201393127441,22.94129753112793,23.1665096282959,23.11580467224121,23.06507301330566,23.01431465148926,23.01431465148926,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_DW_BS,Basic and safely managed drinking water coverage (%),URB,Urban area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32230854034424,11.32230854034424,11.32230854034424,11.32230854034424,11.32230854034424,11.45123291015625,11.58012866973877,11.70899391174316,11.83782863616943,11.96663475036621,12.09541034698486,12.22415542602539,12.35287094116211,12.48155784606934,12.61021327972412,12.73884010314941,12.86743640899658,12.99600219726563,13.12453937530518,13.2530460357666,13.38152313232422,13.50996971130371,13.50996971130371,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_DW_BS,Basic and safely managed drinking water coverage (%),_T,Total,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.41104507446289,16.43670272827148,16.46235847473145,16.48801612854004,16.51379585266113,16.58854293823242,16.65904235839844,16.7254581451416,16.7879524230957,16.84656715393066,16.90158843994141,16.95306396484375,17.00126838684082,17.04625701904297,17.08819770812988,17.12746238708496,17.16400337219238,17.19808769226074,17.34588241577148,17.3748893737793,17.40193939208984,17.42708969116211,17.39553642272949,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.34259163989464,85.34259163989464,85.34259163989464,85.34259163989464,85.34259163989464,85.14595515155503,84.94931866321548,84.75268217487587,84.55604568653632,84.35940919819672,84.16277270985717,83.96613622151756,83.76949973317801,83.5728632448384,83.3762267564988,83.17959026815925,82.98295377981964,82.78631729148009,82.58968080314048,82.39304431480093,82.19640782646132,81.99977133812177,81.99977133812177,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.72047867698224,97.72047867698224,97.72047867698224,97.72047867698224,97.72047867698224,97.79051711751278,97.86055555804327,97.93059399857384,98.00063243910434,98.07067087963487,98.1407093201654,98.21074776069592,98.28078620122643,98.35082464175696,98.42086308228748,98.49090152281802,98.56093996334852,98.63097840387904,98.70101684440958,98.77105528494008,98.84109372547064,98.91113216600114,98.91113216600114,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.58959845765176,92.56372862461596,92.537857782126,92.51198590900836,92.48599203030705,92.42062683933533,92.3581714910429,92.29888345728692,92.24299025736616,92.19086686339986,92.14263455275258,92.09866977353656,92.05907388811649,92.02423009873212,91.99439668099356,91.96950662531717,91.9501094451436,91.9362897819885,91.92829604514904,91.92635841651528,91.93055085421788,91.94128161563982,91.99743289667585,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_ST_BS,Basic and safely managed sanitation coverage (%),RUR,Rural area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.91453552246094,64.91453552246094,64.91453552246094,64.91453552246094,64.91453552246094,65.75216674804688,66.59439086914062,67.44120788574219,68.2926254272461,69.14863586425781,70.00923919677734,70.87443542480469,71.74422454833984,72.61861419677734,73.49758911132812,74.38116455078125,75.26933288574219,76.16210174560547,77.05945587158203,77.96141052246094,78.86795806884766,79.77909851074219,79.77909851074219,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_ST_BS,Basic and safely managed sanitation coverage (%),URB,Urban area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.41438293457031,83.41438293457031,83.41438293457031,83.41438293457031,83.41438293457031,83.93899536132812,84.46516418457031,84.99288177490234,85.52214813232422,86.05297088623047,86.58534240722656,87.1192626953125,87.65473937988281,88.19176483154297,88.7303466796875,89.27047729492188,89.8121566772461,90.35539245605467,90.97262573242188,91.23351287841795,91.44430541992188,91.65509033203124,91.65509033203124,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_ST_BS,Basic and safely managed sanitation coverage (%),_T,Total,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7458267211914,75.70716857910156,75.66850280761719,75.62983703613281,75.59098052978516,76.21541595458984,76.84917449951172,77.49199676513672,78.14360809326172,78.80387878417969,79.47236633300781,80.14893341064453,80.8331069946289,81.52474212646484,82.22352600097656,82.92881774902344,83.640625,84.35844421386719,85.12394714355469,85.68683624267578,86.22285461425781,86.7605209350586,86.7999496459961,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_ST_SWR,Total sanitation coverage by sewer (%),RUR,Rural area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.82152232558155,25.82152232558155,25.82152232558155,25.82152232558155,25.82152232558155,27.56844953488371,29.31537674418587,31.06230395348848,32.80923116279064,34.55615837209325,36.30308558139541,38.05001279069756,39.79694000000018,41.54386720930233,43.29079441860449,45.0377216279071,46.78464883720926,48.53157604651187,50.27850325581403,52.02543046511619,53.7723576744188,55.51928488372096,55.51928488372096,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_ST_SWR,Total sanitation coverage by sewer (%),URB,Urban area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5190898449614,84.5190898449614,84.5190898449614,84.5190898449614,84.5190898449614,85.61907903100791,86.71906821705443,87.81905740310094,88.91904658914746,90.01903577519397,91.11902496124048,92.219014147287,93.31900333333353,94.41899251938004,95.51898170542654,96.61897089147304,97.71896007751955,98.81894926356608,99.9189384496126,100.0,100.0,100.0,100.0,
A,Annual,MKD,North Macedonia,WB_EWSA_JMP_ST_SWR,Total sanitation coverage by sewer (%),_T,Total,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.18777480640125,60.06509706687008,59.94242034695957,59.81973832929875,59.69647290624,60.96613979502834,62.25533523886379,63.56349329295759,64.89001908523372,66.2348860357188,67.5969559987615,68.97617891785671,70.371421665131,71.78262148018581,73.20918896494418,74.64948391416246,76.10396642591536,77.57152648175327,79.05159073978363,79.95046995043529,80.80720467502955,81.66771537194828,81.81539803765058,
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_3_1A,Monitoring (availability etc.) (SDG 3.1.a),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_3_1B,Sustainable & efficient use management (SDG 3.1.b),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.0
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_3_1C,Pollution control (SDG 3.1.c),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,60.0
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_3_1D,Ecosystems & biodiversity (SDG 3.1.d),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,50.0
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_3_1E,Disaster Risk Reduction (SDG 3.1.e),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.0
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_3_2A,Basin management (SDG 3.2.a),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.0
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_3_2B,Aquifer management (SDG 3.2.b),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,50.0
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_3_2C,Data & info sharing within country (SDG 3.2.c),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,50.0
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_3_2D,Transboundary data & info sharing (SDG 3.2.d),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,50.0
A,Annual,MKD,North Macedonia,WB_EWSA_SDG_6_5_1,Degree of IWRM implementation (SDG 3.1.c),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.333333333333336,,,39.0
A,Annual,MNE,Montenegro,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.423171734,3.895337399,1.056556868,0.495412577,0.324144988,0.320458404,0.318283891,0.316849486,0.315691292,0.31507339,0.314413609,0.313968692,0.313605539,0.313303509,0.313048367,0.264165341,0.306292591,
A,Annual,MNE,Montenegro,WB_EWSA_AS_4255,Municipal water withdrawal as % of total withdrawal,_T,Total,PT,Percentage,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.340180772,56.384025182,59.912989434,28.697987751,19.17285826,14.520373514,11.776129083,9.965904071,8.678321734,7.724462228,6.980929281,6.389859727,5.907414099,5.506168716,5.167214679,3.922709813,5.496955198,
A,Annual,MNE,Montenegro,WB_EWSA_AS_4256,Industrial water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.236647494,39.720637419,39.030453698,70.669632666,80.502996752,85.159168081,87.905587026,89.717246443,90.961343761,91.960464382,92.681801897,93.28090343,93.76990496,94.176602823,94.52016287,95.813124846,94.197205307,
A,Annual,MNE,Montenegro,WB_EWSA_AS_4257,Total water withdrawal per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.993201561,267.507027125,254.248670686,542.580194949,829.720967123,1117.138305136,1403.452557587,1692.171955658,1986.759057612,2286.37230788,2593.334817784,2904.522394269,3220.850012315,3540.540304883,3862.057621292,5121.72704856,3590.738113522,
A,Annual,MNE,Montenegro,WB_EWSA_AS_4331,Percentage of the cultivated area equipped for irrigation,_T,Total,PT,Percentage,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.282978723,1.276190476,1.276190476,19.28057554,17.554585153,17.47826087,16.75,16.520547945,16.520547945,16.08,16.464163823,16.75,17.228571429,
A,Annual,MNE,Montenegro,WB_EWSA_AS_4471,Dam capacity per capita,_T,Total,M3_POP,Cubic meters per person,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.78108795,1623.040864948,1624.410400651,1625.455775902,1626.355823873,1624.813494171,1622.628405468,1623.49455624,1628.192437141,1636.564805897,1646.778769369,1657.759702248,1669.386727726,1680.653035067,1690.970251754,1702.406719538,1672.501984876,
A,Annual,MNE,Montenegro,WB_EWSA_AS_4541,Interannual variability (WRI),_T,Total,IX_0T5,Score 0-5,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
A,Annual,MNE,Montenegro,WB_EWSA_AS_4542,Seasonal variability (WRI),_T,Total,IX_0T5,Score 0-5,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_DW_BS,Basic and safely managed drinking water coverage (%),URB,Urban area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.144174575805664,9.339028358459473,9.534063339233398,9.729278564453123,9.924674987792969,10.12025260925293,10.31601142883301,10.5119514465332,10.7080717086792,10.90437316894531,11.10085582733154,11.29751968383789,11.48975658416748,11.68118286132813,11.87260913848877,11.87260913848877,11.87260913848877,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_DW_BS,Basic and safely managed drinking water coverage (%),_T,Total,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.31668758392334,11.4428243637085,11.59492874145508,11.74786186218262,11.9015064239502,12.0558032989502,12.21075344085693,12.36630153656006,12.52244758605957,12.67919254302979,12.83658981323242,12.99458599090576,13.55272388458252,13.66818332672119,13.78471279144287,13.7648344039917,13.74495601654053,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.93272012340492,71.2568764736858,71.58103282396667,71.90518917424754,72.2293455245283,72.55350187480917,72.87765822509004,73.20181457537092,73.52597092565179,73.85012727593266,74.17428362621354,74.4984399764943,74.82259632677517,75.14675267705604,75.47090902733692,75.47090902733692,75.47090902733692,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.55661773382803,98.38589711328387,98.21517649273972,98.04445587219556,97.8737352516514,97.70301463110724,97.53229401056308,97.36157339001892,97.19085276947476,97.0201321489306,96.84941152838644,96.67869090784228,96.50797028729812,96.33724966675396,96.16652904620976,96.16652904620976,96.16652904620976,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.28135617346359,88.38586647555563,88.48705656239386,88.58413100527683,88.67765765266434,88.76789788697398,88.85484958792077,88.93875851397539,89.01960648134516,89.09738170744137,89.17184068700011,89.243205893071,89.31124487451562,89.37617375403453,89.43796796805462,89.50791977084418,89.57787000144043,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_ST_BS,Basic and safely managed sanitation coverage (%),RUR,Rural area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.43976211547852,55.80219650268555,55.21518325805664,54.67905807495117,54.19415664672852,53.76081848144531,53.3793830871582,53.0501823425293,52.7735595703125,52.54984664916992,52.37938690185547,52.26251220703125,52.19956588745117,52.19087982177734,52.20751953125,51.53334045410156,50.85916137695313,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_ST_BS,Basic and safely managed sanitation coverage (%),URB,Urban area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.76449584960938,70.22694396972656,67.72512817382812,65.25930786132812,62.82971572875977,60.43660354614258,58.08021545410156,55.76080322265625,53.47860717773438,51.23387908935547,49.02686309814453,46.8577995300293,44.72690582275391,42.63098907470703,40.57456588745117,38.05270385742188,35.53083801269531,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_ST_BS,Basic and safely managed sanitation coverage (%),_T,Total,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.69218444824219,64.90983581542969,63.1558723449707,61.43010330200195,59.73300552368164,58.0648307800293,56.42571258544922,54.81579971313477,53.23516082763672,51.68386077880859,50.16199493408203,48.66962432861328,47.20685577392578,45.77141189575195,44.35667037963867,42.38996124267578,40.41076278686523,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_ST_SWR,Total sanitation coverage by sewer (%),RUR,Rural area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.63371435845534,25.94186345386061,25.25001254926588,24.55816164467115,23.86631074007641,23.17445983548168,22.48260893088695,21.79075802629222,21.09890712169749,20.40705621710276,19.71520531250803,19.02335440791308,18.33150350331834,17.63965259872361,16.94780169412888,16.94780169412888,16.94780169412888,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_ST_SWR,Total sanitation coverage by sewer (%),URB,Urban area,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.43285002284165,67.69140426279387,66.94995850274609,66.2085127426983,65.46706698265052,64.72562122260274,63.98417546255496,63.24272970250718,62.50128394245939,61.75983818241161,61.01839242236383,60.27694666231605,59.53550090226827,58.79405514222049,58.0526093821727,58.0526093821727,58.0526093821727,
A,Annual,MNE,Montenegro,WB_EWSA_JMP_ST_SWR,Total sanitation coverage by sewer (%),_T,Total,PT_POP,Percentage of population,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.88482520922118,52.3021038961281,51.71905440889579,51.13441654242231,50.54903575934041,49.96332667775504,49.37728450296908,48.79132961453553,48.20545751000716,47.6196691455934,47.03354622212077,46.44750520092276,45.86112924899557,45.27483615696547,44.68861447435214,44.82754895239127,44.96648299540789,
A,Annual,MNE,Montenegro,WB_EWSA_SDG_3_1A,Monitoring (availability etc.) (SDG 3.1.a),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0
A,Annual,MNE,Montenegro,WB_EWSA_SDG_3_1B,Sustainable & efficient use management (SDG 3.1.b),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0
A,Annual,MNE,Montenegro,WB_EWSA_SDG_3_1C,Pollution control (SDG 3.1.c),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.0
A,Annual,MNE,Montenegro,WB_EWSA_SDG_3_1D,Ecosystems & biodiversity (SDG 3.1.d),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,20.0
A,Annual,MNE,Montenegro,WB_EWSA_SDG_3_1E,Disaster Risk Reduction (SDG 3.1.e),_T,Total,IX_0T100,Score 0-100,WB_EWSA,Europe and Central Asia (ECA) Water Security Assessment,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.0
