REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AUT,Austria,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,9696.829922845,9661.495756216,9614.389957677,9565.900188142,9506.341904579,9441.98248093,9395.520960476,9364.884839637,9335.29234303,9310.891010329,9288.600770918,9257.416954298,9215.331702722,9161.216902009,9090.040182189,8988.853474631,8892.281511093,8830.771727619,8787.952474934,8749.136909467,8709.390505195,8665.050305803,8571.733995596
AUT,Austria,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,2.748553192,2.770961554,2.793738301,2.738467165,2.682180676,2.624850596,2.56644763,2.506941377,2.446300275,2.355425693,2.265036816,2.4391412,2.616297942,2.79658802,2.980095305,3.166906687,3.357112213,3.550805233,3.74808255,3.949044586,4.502558107,5.236530714,5.23569052
AUT,Austria,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,10.046974302,9.966841669,9.883945841,9.853896104,9.823846366,9.793796629,9.763746891,9.733697154,9.703647416,9.673597679,9.643547941,9.536090387,9.428632833,9.321175279,9.213717724,9.10626017,8.998802616,8.891345062,8.783887507,8.676429953,8.676429953,8.676429953,8.676429953
AZE,Azerbaijan,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,4241.701769527,4202.128246167,4164.598379584,4127.715751268,4084.277340276,4033.267389751,3980.42560421,3927.704857702,3877.49118325,3833.043565925,3790.922143588,3746.157959843,3698.200791986,3648.306801612,3600.301438937,3555.37099412,3513.730859667,3478.453650546,3453.759562955,3429.611368407,3405.609852157,3388.092927255,3368.040419205
AZE,Azerbaijan,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,90.0,90.204575229,88.164129449,86.794067313,87.194630872,88.516949153,88.586956522,89.913115432,90.841283608,92.468581688,92.069279854,91.067634561,90.597077244,90.536935134,89.872325742,91.14552143,91.092776562,92.087458746,92.356373798,92.247815727,91.830547361,92.242442936,92.242442936
AZE,Azerbaijan,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,48.531684699,43.819827777,43.802163833,46.447339369,49.348642084,52.108633252,53.627732391,53.367189225,50.916317068,49.194082579,48.443364981,49.882976374,52.881430779,52.965334511,51.190108192,51.618458821,52.45308015,53.52174873,53.729300066,55.597262089,53.888628836,57.265886509,57.527047913
AZE,Azerbaijan,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,17.38524160664747,20.48624334256692,23.58724507848547,26.68824681440401,29.78924855032255,32.89025028624201,35.99125202216055,39.0922537580791,42.19325549399764,45.29425722991618,48.39525896583564,51.49626070175418,54.59726243767273,57.69826417359127,60.79926590951072,63.90026764542927,67.00126938134781,70.10227111726635,73.2032728531849,76.30427458910435,79.4052763250229,82.50627806094144,85.60727979685998
AZE,Azerbaijan,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,78.57248936288079,79.68287522622359,80.79326108956593,81.90364695290873,83.01403281625107,84.12441867959387,85.23480454293622,86.34519040627902,87.45557626962136,88.56596213296416,89.6763479963065,90.7867338596493,91.89711972299165,93.00750558633445,94.1178914496768,95.2282773130196,96.33866317636192,97.44904903970472,98.55943490304708,99.66982076638988,100.0,100.0,100.0
AZE,Azerbaijan,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,48.82692072049714,51.02400604608658,53.21252398219347,55.39363071446841,57.5667316454679,59.73131814930944,61.88794318933626,64.03707916854545,66.17775861281868,68.31047599393362,70.44183866383885,72.57048874046967,74.69554504389576,76.81645370380237,78.93192638055484,81.04107518148166,83.14299665948617,85.23680214645216,87.32158385224022,89.39622287449234,91.02008492693771,92.43851489382776,93.8355950749492
BGR,Bulgaria,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,2662.326948748,2686.526953811,2709.253933792,2729.226517985,2748.58925108,2768.013203293,2787.850834012,2807.475212498,2826.586152753,2844.547103363,2863.827426028,2886.169084793,2911.023540477,2932.026539658,2948.729893435,2967.60007674,2988.452786795,3010.330096121,3032.138533142,3053.558119175,3071.974191955,3097.179458284,3120.484088168
