REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
HUN,Hungary,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,93.93549243337377,94.30699882873697,94.69279517229572,95.07598866517968,95.4566761720084,95.83726385310264,96.21715892421078,96.59373469616322,96.96701777205662,97.33702270757874,97.7024011644959,98.06497606889744,98.42271067001836,98.7778869371318,99.13139879777208,99.4832480624106,99.8334793583474,99.97109172067452,99.99999908101002,100.0,99.99999997996912,99.9999988534441,100.0
KAZ,Kazakhstan,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,6993.695867965,6960.26785571,6924.202370656,6884.31980431,6839.679021516,6789.153661637,6731.986579992,6668.424245384,6599.691657243,6522.924460311,6438.868170396,6352.395833541,6264.263029476,6174.920266007,6084.882454451,5994.746012382,5903.526541637,5812.266837144,5726.063656862,5643.545620916,5564.590336871,5490.892417154,5411.136299191
KAZ,Kazakhstan,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,66.660318065,67.245848133,68.130782359,68.321358589,68.896971748,71.270116565,62.92949261,63.396027884,58.915486077,60.622940166,59.127367404,59.697411593,58.380854445,60.760729661,57.803969148,61.066235864,61.049046887,61.837961638,63.579984708,66.804873921,62.109296229,59.569814072,56.747294717
KAZ,Kazakhstan,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,29.12482663,28.897364771,30.86962552,31.85298197,32.783633842,34.38557559,29.463245492,31.646324549,28.39112344,33.091539528,30.507628294,29.676837725,31.335644938,32.045769764,32.013869625,30.036061026,30.001386963,31.140083218,32.651872399,32.615811373,34.098474341,34.004160888,34.626907073
KAZ,Kazakhstan,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,28.64924540014954,30.68935502694603,32.72946465374253,34.76957428053856,36.80968390733506,38.84979353413109,40.88990316092759,42.93001278772363,44.97012241452012,47.01023204131616,49.0503416681122,51.09045129490914,53.13056092170518,55.17067054850122,57.21078017529726,59.25088980209421,61.29099942889025,63.33110905568628,63.33110905568628,63.33110905568628,63.33110905568628,63.33110905568628,
KAZ,Kazakhstan,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,87.76235200319366,88.42195870464639,89.08156540609912,89.74117210755185,90.40077880900458,91.06038551045732,91.71999221191004,92.37959891336276,93.03920561481571,93.69881231626846,94.3584190177212,95.01802571917392,95.67763242062664,96.33723912207938,96.99684582353213,97.65645252498484,98.31605922643756,98.9756659278903,98.9756659278903,98.9756659278903,98.9756659278903,98.9756659278903,
KAZ,Kazakhstan,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,61.81051654920009,63.118334390924,64.42413902713984,65.72792700328668,67.02970354366235,68.32946139782696,69.62720248846662,70.9229269396528,72.21663904690296,73.50833903940148,74.79756568847995,76.08524091629822,77.37090462269767,78.65455401871651,79.93578329545807,81.21541672343332,82.49303112206766,83.76827336016974,83.80106406911482,83.84098836575899,83.88767909829494,83.94114751484655,
KGZ,Kyrgyz Republic,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,4699.963881639,4656.586137577,4616.268074259,4577.644550107,4539.2684778,4501.811932604,4471.028895099,4445.014913328,4420.760240486,4375.318520335,4300.624153163,4221.619848656,4146.0407663,4073.973196782,4004.191702755,3935.09902394,3866.439702825,3797.01454145,3724.21918807,3636.875994663,3544.04319237,3462.806644519,3395.445634628
KGZ,Kyrgyz Republic,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,93.75,93.648021641,93.538538006,93.420688893,93.293477428,93.155741794,93.006119645,92.944970772,92.882743194,92.819408114,92.7549357,92.689295039,92.689295039,92.689295039,92.689295039,92.689295039,92.689295039,92.689295039,92.689295039,92.689295039,92.689295039,92.689295039,92.689295039
KGZ,Kyrgyz Republic,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,65.446045968,62.878197637,60.310349305,57.742500974,55.174652642,52.606804311,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598,50.03895598
KGZ,Kyrgyz Republic,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,26.22044449938221,26.22044449938221,29.82759806689864,33.43475163441599,37.04190520193242,40.64905876944886,44.25621233696529,47.86336590448173,51.47051947199907,55.0776730395155,58.68482660703194,62.29198017454837,65.89913374206571,69.50628730958215,73.11344087709858,76.72059444461502,80.32774801213236,83.9349015796488,87.54205514716523,88.99583784517063,89.86449948371978,89.86449948371978,89.86449948371978
KGZ,Kyrgyz Republic,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,74.01661053017915,74.01661053017915,75.68019330211473,77.34377607404986,79.00735884598498,80.6709416179201,82.33452438985523,83.99810716179036,85.66168993372594,87.32527270566106,88.98885547759619,90.65243824953131,92.31602102146644,93.97960379340157,95.64318656533716,97.30676933727229,98.92563958591282,98.90241004223364,98.87931592281257,98.8563560468412,100.0,100.0,100.0
KGZ,Kyrgyz Republic,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,43.09153553522215,43.09057806574259,46.01127162298217,48.93156408850479,51.85235301219296,54.77278111592781,57.69367011904934,60.61423263410146,63.53487406360937,66.45591715703667,69.38396663220175,72.31796857977557,75.25678699567892,78.1984744072147,81.14191577632712,84.08570997559296,87.01257153345159,89.3434107273693,91.66326512917615,92.60390109971983,93.60003965240668,93.6294347568926,93.66135669382356
MDV,Maldives,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,106.375811559,104.614547699,102.875013717,101.183509786,99.53120801,97.901960976,95.586759322,92.455906237,89.24056281,86.138827076,83.150402448,80.283883813,77.55585314,74.986877296,72.530867929,70.068246472,67.673039963,65.461162983,63.411674935,61.509315586,59.74691208,58.122188339,57.240329246
MDV,Maldives,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136504314,0.273008629,0.409512943,0.546017257,0.682521572,0.819025886,0.9555302,1.092034515,1.228538829,1.365043143,1.501547458,3.02360678,4.545666102,4.545666102
MDV,Maldives,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,17.666666667,17.125,16.916666667,16.708333333,16.5,14.476190476,14.873015873,15.46031746,15.666666667,9.523809524,3.380952381,15.666666667,15.666666667,15.666666667,15.666666667,15.666666667,15.666666667,15.666666667,15.666666667,15.666666667,15.666666667,15.666666667,15.666666667
MDV,Maldives,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,2.691926412760267,3.472986716941932,4.254047021123597,5.035107325305489,5.816167629487154,6.597227933668819,7.378288237850484,8.159348542032376,8.94040884621404,9.721469150395706,10.5025294545776,11.28358975875926,12.06465006294093,12.84571036712282,13.62677067130448,14.40783097548615,15.18889127966781,15.96995158384971,16.75101188803137,17.53207219221304,18.31313249639493,19.09419280057659,19.09419280057659
MDV,Maldives,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,75.07431499618178,76.50674451619716,77.93917403621299,79.37160355622882,80.80403307624465,82.23646259626003,83.66889211627586,85.10132163629169,86.53375115630752,87.96618067632335,89.39861019633872,90.83103971635455,92.26346923637038,93.6958987563862,95.1283282764016,96.56075779641742,97.99318731643324,98.83988915975752,98.89258908354584,98.94528900733413,98.9979889311224,99.0506888549107,99.0506888549107
MDV,Maldives,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,22.74619190145114,24.54980029980212,26.39053121601934,28.26674886302556,30.17972432085098,32.12547000634554,33.92284121603777,35.24292305869257,36.57139763466061,37.90599613014074,39.24752765735721,40.59603097020666,41.95234502013281,43.3141030459992,44.68375497125594,46.06053360281999,47.44447699115694,48.60413192371471,49.44993002751911,50.29112153650058,51.12685847281647,51.95791153057559,52.30492265021878
MKD,North Macedonia,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,3110.944545955,3097.322219754,3085.104536839,3074.837213794,3067.218574309,3062.483760462,3063.325153298,3074.008680232,3090.542264614,3105.892995192,3119.660931853,3136.56916184,3156.925332303,3178.892156084,3203.470960786,3231.725852696,3263.210009489,3297.475010034,3333.805622463,3372.608412234,3418.776024765,3457.388763919,3477.820471647
MKD,North Macedonia,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,55.346820809,48.140009418,44.440934934,42.366247756,25.418801052,22.056026284,21.523178808,22.76850508,40.336622171,47.574996696,48.504446241,44.346904798,79.299027078,31.53426319,39.399896716,31.296485037,13.316421159,31.706602159,6.251714724,8.691954627,9.65378338,8.868245937,6.401105227
MKD,North Macedonia,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,16.747337851,16.035818006,15.324298161,19.548241368,23.772184576,27.996127783,20.667957406,13.339787028,19.340513069,25.341239109,21.999031946,18.656824782,15.314617619,11.972410455,16.402258793,20.832107131,25.261955469,38.69232817,52.122700871,38.70232333,34.846321394,37.932962246,52.553242982
MKD,North Macedonia,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,85.34259163989464,85.34259163989464,85.34259163989464,85.34259163989464,85.34259163989464,85.14595515155503,84.94931866321548,84.75268217487587,84.55604568653632,84.35940919819672,84.16277270985717,83.96613622151756,83.76949973317801,83.5728632448384,83.3762267564988,83.17959026815925,82.98295377981964,82.78631729148009,82.58968080314048,82.39304431480093,82.19640782646132,81.99977133812177,81.99977133812177
MKD,North Macedonia,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,97.72047867698224,97.72047867698224,97.72047867698224,97.72047867698224,97.72047867698224,97.79051711751278,97.86055555804327,97.93059399857384,98.00063243910434,98.07067087963487,98.1407093201654,98.21074776069592,98.28078620122643,98.35082464175696,98.42086308228748,98.49090152281802,98.56093996334852,98.63097840387904,98.70101684440958,98.77105528494008,98.84109372547064,98.91113216600114,98.91113216600114
MKD,North Macedonia,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,92.58959845765176,92.56372862461596,92.537857782126,92.51198590900836,92.48599203030705,92.42062683933533,92.3581714910429,92.29888345728692,92.24299025736616,92.19086686339986,92.14263455275258,92.09866977353656,92.05907388811649,92.02423009873212,91.99439668099356,91.96950662531717,91.9501094451436,91.9362897819885,91.92829604514904,91.92635841651528,91.93055085421788,91.94128161563982,91.99743289667585
MNE,Montenegro,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,,,,,,,5.423171734,3.895337399,1.056556868,0.495412577,0.324144988,0.320458404,0.318283891,0.316849486,0.315691292,0.31507339,0.314413609,0.313968692,0.313605539,0.313303509,0.313048367,0.264165341,0.306292591
MNE,Montenegro,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,,,,,,,70.93272012340492,71.2568764736858,71.58103282396667,71.90518917424754,72.2293455245283,72.55350187480917,72.87765822509004,73.20181457537092,73.52597092565179,73.85012727593266,74.17428362621354,74.4984399764943,74.82259632677517,75.14675267705604,75.47090902733692,75.47090902733692,75.47090902733692
MNE,Montenegro,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,,,,,,,98.55661773382803,98.38589711328387,98.21517649273972,98.04445587219556,97.8737352516514,97.70301463110724,97.53229401056308,97.36157339001892,97.19085276947476,97.0201321489306,96.84941152838644,96.67869090784228,96.50797028729812,96.33724966675396,96.16652904620976,96.16652904620976,96.16652904620976
MNE,Montenegro,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,,,,,,,88.28135617346359,88.38586647555563,88.48705656239386,88.58413100527683,88.67765765266434,88.76789788697398,88.85484958792077,88.93875851397539,89.01960648134516,89.09738170744137,89.17184068700011,89.243205893071,89.31124487451562,89.37617375403453,89.43796796805462,89.50791977084418,89.57787000144043
POL,Poland,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,1581.365626579,1581.808687638,1582.551317562,1583.623542163,1585.115238664,1586.911094342,1589.129117056,1591.250133711,1592.276977659,1592.014979151,1588.120293209,1583.411417762,1581.787512967,1581.316440448,1581.074646245,1581.025023732,1581.15100737,1581.494310319,1582.068702576,1582.697169732,1584.972386899,1590.418498781,1576.10616797
POL,Poland,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,8.613870942,8.512012668,9.445865303,8.593912825,9.151338918,9.499912509,9.564204801,9.326683292,10.280110117,10.060763889,10.611080434,10.293232038,9.599303136,10.068585826,9.879315184,9.444920499,9.950859951,10.098204543,13.84707407,13.885394952,14.646753397,13.866607234,13.019336494
POL,Poland,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,42.051228799,41.307718934,40.564209069,40.770508827,40.976808584,41.183108342,41.3894081,41.595707857,39.321564555,39.830391139,37.611630322,41.225337487,39.695396331,38.906195915,36.798200069,36.164762894,35.614399446,34.890965732,33.222568363,31.0971928,30.0,32.076843198,32.485289027
POL,Poland,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,66.2954282579949,67.28453944598323,68.27365063397156,69.26276182195988,70.25187300994821,71.24098419793654,72.23009538592487,73.2192065739132,74.20831776190153,75.19742894988985,76.18654013787818,77.17565132586651,78.16476251385484,79.15387370184317,80.14298488983172,81.13209607782005,82.12120726580838,83.11031845379671,84.09942964178504,84.86334391753417,83.53437004654324,82.20539617555278,82.20539617555278
POL,Poland,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,95.21157792173122,95.28394371429587,95.35630950686053,95.42867529942517,95.5010410919898,95.57340688455446,95.64577267711913,95.71813846968374,95.7905042622484,95.86287005481304,95.9352358473777,96.00760163994232,96.07996743250698,96.15233322507164,96.22469901763624,96.29706481020092,96.36943060276556,96.4417963953302,96.51416218789484,96.4501061535351,96.11607804812296,95.78204994271084,95.78204994271084
POL,Poland,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,84.1413168460197,84.57725382748276,85.0072135316602,85.40085372402876,85.79627279526674,86.19374552274881,86.59350517142222,86.99507598435065,87.39848841075296,87.80417280770845,88.21191452315668,88.62171259719779,89.03105144239082,89.44287024849008,89.85682536207709,90.27323454338706,90.69550389263556,91.1232021844694,91.55546707000856,91.81968718083712,91.08880580862836,90.3615703186745,90.36958009592064
ROU,Romania,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,9616.596228422,9672.025232941,9738.623538971,9818.255072719,9905.520277629,9994.160291604,10078.565366777,10158.252357035,10232.764132108,10303.287755261,10376.078902247,10453.105463753,10517.176616538,10567.25488776,10617.395461398,10669.306893622,10720.000671485,10767.721640302,10818.011261631,10871.448011649,10932.594503567,11014.558741482,11061.330515123
ROU,Romania,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,9.740932643,11.238684036,12.925612665,15.079924777,9.882088714,8.101472995,9.756097561,15.964555491,14.958448754,17.030250145,11.897106109,14.606060606,16.862079605,17.684636959,17.430754537,19.969064192,19.501098212,22.013878636,22.24127182,23.051623052,30.82747431,31.536113937,36.253220464
ROU,Romania,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,9.034734575,8.480479356,8.634023032,7.965546297,6.669787473,5.720438161,4.99016946,6.445089411,6.759666698,6.437599476,5.822488531,6.171706769,6.068720157,6.008800674,5.881471772,6.052804045,5.967606029,6.341166557,6.00692819,6.547139781,6.924445277,7.362606497,7.63130793
ROU,Romania,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,16.73909386608148,18.03801653290202,19.33693919972256,20.63586186654311,21.93478453336411,23.23370720018465,24.5326298670052,25.83155253382574,27.13047520064674,28.42939786746729,29.72832053428783,31.02724320110838,32.32616586792892,33.62508853474992,34.92401120157047,34.92401120157047,34.92401120157047,34.92401120157047,34.92401120157047,,,,
ROU,Romania,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,90.69372232686106,90.6304620654064,90.56720180395172,90.50394154249706,90.4406812810424,90.37742101958771,90.31416075813306,90.2509004966784,90.18764023522372,90.12437997376908,90.0611197123144,89.99785945085972,89.93459918940506,89.87133892795039,89.80807866649573,89.80807866649573,89.80807866649573,89.80807866649573,89.80807866649573,,,,
ROU,Romania,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,55.93800935298931,56.40457454172011,56.93227174235471,57.60446036203821,58.2723693790661,58.93670562801378,59.59747311234133,60.25467582027699,60.90830558804643,61.55836832087709,62.20486434176101,62.84778920852521,63.41974343252608,63.96262858694578,64.50652147650761,64.4993868713606,64.50652254751787,64.52628297602298,64.56030981894868,,,,
RUS,Russian Federation,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,30844.556859205,30971.318902971,31009.048270002,31039.946032432,31171.249320766,31296.758118535,31404.249967183,31457.336465532,31467.819339493,31455.288129493,31441.010323691,31417.156682149,31363.315040189,31295.413218511,31225.979491634,31143.894068154,31043.257444297,30956.591367734,30905.145720472,30883.438753111,30917.570800543,31031.018195588,31085.644591634
RUS,Russian Federation,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,20.089210571,19.939577039,19.939577039,19.939577039,19.939577039,19.939577039,19.939577039,19.939577039,19.939577039,19.939577039,19.939577039,19.939577039,19.939577039,19.939577039,26.380454738,28.017931476,28.075320266,28.97065673,28.756556618,28.756556618,28.756556618,28.756556618,28.756556618
RUS,Russian Federation,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,4.826877888,4.210004166,4.182446233,4.1548883,4.127330368,4.407149376,4.072214502,4.04465657,4.017098637,3.989540705,4.432587467,3.934424839,4.070094661,3.879308974,4.503178172,3.970886104,4.120334892,4.096168705,4.122242749,4.122242749,4.122242749,4.122242749,4.122242749
RUS,Russian Federation,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,49.19907813612235,50.84258743466307,52.48609673320379,54.12960603174452,55.77311533028524,57.4166246288255,59.06013392736622,60.70364322590694,62.34715252444767,63.99066182298839,65.6341711215291,67.27768042006937,68.9211897186101,70.56469901715082,72.20820831569154,73.85171761423226,75.49522691277298,77.1387362113137,78.78224550985396,80.42575480839469,82.0692641069354,83.71277340547613,85.35628270401685
RUS,Russian Federation,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,92.02132631632912,92.25799252472729,92.49465873312543,92.7313249415236,92.96799114992176,93.20465735831992,93.44132356671815,93.67798977511632,93.91465598351448,94.15132219191264,94.3879884003108,94.62465460870897,94.86132081710711,95.09798702550528,95.33465323390344,95.5713194423016,95.80798565069978,96.04465185909794,96.28131806749616,96.51798427589432,96.75465048429248,96.99131669269065,97.2279829010888
RUS,Russian Federation,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,80.60919559427502,81.21913151780736,81.82877895096141,82.45284332623791,83.08084658418873,83.70758579856293,84.33306042775395,84.95726427613575,85.58020396790093,86.201577832759,86.82199543250182,87.44115180144314,88.06267184906335,88.68572202565596,89.31021180050303,89.93508091957908,90.55998018541337,91.18431805861488,91.80732756899651,92.42846531666274,93.04717986345496,93.66291625885484,94.27501498420372
SRB,Serbia,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,,,,,,,21593.861272621,21675.830339989,21759.314348175,21844.096982942,21931.176668473,22023.503776515,22144.484432851,22291.916912446,22442.983820989,22599.175478418,22761.452539916,22930.633983963,23105.350569564,23284.013428933,23480.662183626,23729.30452071,23883.803968452
SRB,Serbia,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,,,,,,,3.261459006,3.239009601,18.213751869,13.38826951,14.677006848,14.160485502,16.141121737,15.23373494,16.029370665,15.410045857,13.481355572,12.288466545,12.81691408,12.62058164,8.510156636,8.535478899,8.289137694
SRB,Serbia,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,,,,,,,2.387577065,4.46049814,5.2868252,5.222585371,4.980277246,5.353319058,4.962245013,5.307111462,4.434802209,5.284571171,5.304181224,6.059957173,6.263383298,6.331567677,5.745520117,5.444607235,5.737631015
SRB,Serbia,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,68.01121730391878,68.01121730391878,68.01121730391878,68.01121730391878,68.01121730391878,69.37167101772002,70.73212473152171,72.0925784453234,73.45303215912463,74.81348587292632,76.17393958672801,77.53439330052925,78.89484701433094,80.25530072813262,81.61575444193386,82.97620815573555,84.33666186953724,85.69711558333893,87.05756929714016,88.41802301094185,89.77847672474354,91.13893043854478,91.13893043854478
SRB,Serbia,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,97.40891437851693,97.40891437851693,97.40891437851693,97.40891437851693,97.40891437851693,97.42842938619135,97.4479443938658,97.46745940154024,97.4869744092147,97.50648941688914,97.52600442456358,97.54551943223802,97.56503443991248,97.58454944758692,97.60406445526137,97.6235794629358,97.64309447061024,97.66260947828468,97.68212448595912,97.70163949363356,97.721154501308,97.74066950898244,97.74066950898244
SRB,Serbia,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,83.52409057755209,83.58964679768631,83.65519858094261,83.72046632565394,83.78631881808197,84.48949209108767,85.18672229362468,85.87824466882788,86.56354962244282,87.24289760209321,87.91608038041166,88.58353945071715,89.22991786693497,89.86766233040353,90.50253614702751,91.13420931139632,91.76298264669428,92.39085044817544,93.01709635924789,93.64098147870727,94.26179899197837,94.87888241570278,94.89353730322128
SVK,Slovak Republic,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,9312.269388898,9313.242259367,9316.271230313,9318.856678588,9319.130556741,9317.991814674,9317.730133986,9317.465002318,9313.791103377,9303.495050114,9291.799791945,9281.027856236,9269.416420855,9259.906158891,9251.684600654,9243.068344465,9231.179127438,9216.8441967,9204.090510932,9191.604780809,9184.194240025,9204.890387394,9153.699382646
SVK,Slovak Republic,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,7.79342723,6.165293649,5.116959064,8.290990209,3.229367927,2.602558447,3.489748863,3.270348837,2.743902439,4.143281611,3.065266058,4.112931335,4.614459642,5.11600238,4.094403719,5.518185678,3.887850467,5.68038828,4.600179695,5.2273541,5.315315315,5.373749874,5.828544912
SVK,Slovak Republic,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,5.040877797,4.875,4.709122203,4.440189329,4.171256454,3.90232358,3.431153184,2.959982788,2.855851979,2.702667814,2.584767642,2.552065404,2.862736661,2.742685026,2.406626506,2.468158348,2.389414802,2.393717728,2.394578313,2.403614458,2.388123924,2.436631239,2.425230293
SVK,Slovak Republic,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),RUR,Rural area,PT_POP,Percentage of population,91.44632964718268,91.44632964718268,92.21316482359134,92.98000000000002,93.7468351764087,94.51367035281736,95.28050552922603,96.0473407056345,96.81417588204316,97.58101105845184,98.34784623486053,99.1146814112692,99.88151658767788,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SVK,Slovak Republic,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),URB,Urban area,PT_POP,Percentage of population,97.7156223610684,97.7156223610684,97.6728111805342,97.62999999999998,97.58718881946577,97.54437763893156,97.50156645839732,97.45875527786312,97.4159440973289,97.37313291679467,97.33032173626049,97.28751055572626,97.24469937519204,97.20188819465784,97.1590770141236,97.1590770141236,97.1590770141236,97.1590770141236,97.1590770141236,,,,
SVK,Slovak Republic,WB_EWSA_JMP_DW_PI,Total water supply coverage by piped improved facilities (%),_T,Total,PT_POP,Percentage of population,94.9717400613616,94.96735358216856,95.27127754902378,95.57762903635376,95.88640969204444,96.19762128793074,96.51124175055256,96.82729952585451,97.14581613054432,97.46676169416614,97.7914142414316,98.1203337871575,98.45025138736447,98.48510246923928,98.46590321705276,98.46905666054631,98.47141520323989,98.47297537611628,98.47368343976665,,,,
SVN,Slovenia,WB_EWSA_AS_4190,Total renewable water resources per capita,_T,Total,M3_IH_YR,Cubic meters per inhabitant per year,16040.740561783,16017.65912994,16002.434257963,15995.061455766,15986.596740982,15959.625702459,15910.227775354,15822.989060441,15737.611013859,15656.256017858,15587.309474854,15555.41672117,15521.197124074,15497.648607473,15482.891817484,15471.271833693,15460.569241957,15452.795515925,15399.996424224,15296.824145079,15158.729063997,15079.295233391,15066.933682799
SVN,Slovenia,WB_EWSA_AS_4254,Agricultural water withdrawal as % of total water withdrawal,_T,Total,PT,Percentage,,,0.733985765,0.704406208,0.502000728,0.249025552,0.675893145,0.492031233,0.24521563,0.265223849,0.170363798,0.34041346,0.247818123,0.31152648,0.163215342,0.390189521,0.371914798,0.418724501,0.312174818,0.31779661,0.298804781,0.322234157,0.411124547
SVN,Slovenia,WB_EWSA_AS_4550,Water Stress (SDG 6.4.2),_T,Total,PT,Percentage,,,6.079783638,6.134775749,6.189767861,6.244759973,6.284651792,6.324543611,7.031778229,6.373901285,6.257606491,5.749154834,6.274509804,7.813387424,6.628127113,6.064908722,5.999323868,6.29749831,6.497633536,6.382691007,6.781609195,6.29479378,5.591615957
